AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,SpatialLocation,rowguid,ModifiedDate
14914,4179 Green St.,,W. York,14,BD1 4SJ,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00_H\x9c\xbe$\xef\xfb\xbfIa\x13\xd5\xd4\xe2J@',3D50E60B-C771-475D-80F8-01061B80E522,2011-07-25 22:00:00
14915,"222, rue de Cambrai",,Pantin,179,93500,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe7\xe4P~\tI\x03@\x05>\xa15\xe3yH@',638B6719-4EC8-4044-AFB8-51E224BD8154,2013-12-21 09:09:29
14916,7914 H St.,#9,Bremerton,79,98312,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00G\xb4\xb7\xbc\xd5\xa0^\xc0/\x82)\xe0M\xbfG@',5641CD97-12B3-4A8F-832F-8742FAC66E28,2014-01-07 23:00:00
14917,3770 Dos Encinas,,Warrnambool,77,3280,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xd9\n,\xc2>\xd5a@8\x05\xf8\xe7\x9d\x00C\xc0'",41EC465B-9726-48D3-9545-E39915EE30C8,2013-05-09 22:00:00
14918,Hansaallee 482,,Werne,53,59368,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00`\xf0\t\n\x86u\x1e@\x12\xfa\xcc\x05\xcf\xd8I@',C205A715-DB31-4FF3-9DC2-8F1B3608CC9D,2013-08-31 22:00:00
14919,8724 String Drive,,Shawnee,7,V9B 2C3,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x1b\xf2\x10yD\xda^\xc0\xb8#\x15j\xd6=H@',B5C0977A-A25A-4910-B7A0-91CDD33175B2,2014-05-13 22:00:00
14920,"334, rue Maillard",,Paris,161,75005,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x83\x0e\xb4!\x8b\x10\x03@u\x9f\xd0\x0c\x91qH@',37A3CE80-489D-4315-B63B-85D2D8CBE706,2013-12-21 09:09:29
14921,311 Oakgrove Rd,,Oregon City,58,97045,b'\x00\x00\x00\x00\x01\x01\x00\x00\x004\xb9|R\xa7\x9e^\xc0\r\xacZ\x00\xe9\xa7F@',BEAF1881-07B4-4B54-B4DD-AB445357884E,2013-08-18 22:00:00
14922,6679 Cornelius Dr,,Seattle,79,98104,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8e\xee`\xb0\x99\x9a^\xc0\x87&\xb9\xb5\x0f\xcfG@',DCFB68D4-AF66-427E-930E-FA652D7BA57F,2012-02-18 23:00:00
14923,8682 Etcheverry Dr,,Salem,58,97301,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe0R\x08\x9d\x00\xc8^\xc0\xc8\xe5U\x05KrF@',1573D05C-ADAC-461A-82A6-D5DA372273CB,2014-05-22 22:00:00
14924,7960 Cedar Pointe Loop,,Burlingame,9,94010,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00_\x16l\xabs\x8f^\xc0&\xf5q\xde\x7f\xc3B@',294811C8-814B-4476-9656-510A8FA7A3EF,2013-07-08 22:00:00
14925,867 La Orinda Place,,Runcorn,14,TY31,b'\x00\x00\x00\x00\x01\x01\x00\x00\x006/<qb\xa4\x05\xc0aSh\x80X\xacJ@',0A694EA6-F51F-4C7E-8C9F-98503F82F8B2,2013-07-04 22:00:00
14926,2874 Via Del Verdes,,Marysville,79,98270,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00j\xb1t\xb3\xa6\x81^\xc09\xb4w\x8aq\x00H@',3E95FE09-A213-4A22-B8FC-63AD615FE444,2013-07-02 22:00:00
14927,7202 Sun View Court,,Lane Cove,50,1597,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8d\x19]\xce\xe1\xe5b@\r\xbd\xdc\xc3\xc3\xee@\xc0',17D596E6-5694-4F36-B3BA-99DC188203B2,2011-11-27 23:00:00
14928,2406 Kane Circle,,W. Linn,58,97068,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00gP\xed\x7f>\xa6^\xc0\xe5""2P\xf0\xa7F@'",D9AF89F2-C0C0-4A1D-9493-2E105AF32286,2014-05-04 22:00:00
14929,7573 Star Dr,#5188,Shawnee,7,V9B 2C3,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb2\xafc\x1b\xd9\xdb^\xc0n\xcd\xed\xf9\xf4.H@',603AA915-3CB8-425D-8EC1-BBA68735DAAF,2012-01-18 23:00:00
14930,Im Himmelsweg 27,,München,19,80074,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',DB1A50A5-BEF1-4F0D-99F8-F19770272E3C,2012-11-24 23:00:00
14931,7360 San Benito Drive,,San Gabriel,9,91776,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x88k\xeaP$\x8d]\xc0\t\xd3\xdex_\x08A@',02E5996D-153A-4C8B-9033-A0D2651AA6F9,2014-05-06 22:00:00
14932,5437 Spring Hill Road,,Bellflower,9,90706,b'\x00\x00\x00\x00\x01\x01\x00\x00\x003F\n\xf2\xdd\x91]\xc0\xde\x90\x8bl\xa0\xf4@@',13B940C3-C3D7-4E85-B43B-B7B7344B8A1A,2012-04-20 22:00:00
14933,8310 MountainAire Pkwy.,,Gold Coast,64,4217,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00n-\x02\x01\x0c-c@|\x889Y/\t<\xc0',EC15BCD5-EE7B-4CC2-B40D-FB5D9F5DB512,2011-07-06 22:00:00
14934,5478 Hill Ct,,San Carlos,9,94070,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xa8\xa8]^\xa4\x99^\xc0\x177a\x90B\xc0B@',DE5608CA-993A-4A3D-96BF-A03178BB029D,2014-04-21 22:00:00
14935,6465 Brushcreek Dr,,National City,9,91950,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00>\xb6\xba\x88\xdd<]\xc0\xeb\xb0\xb3\x8eTP@@',1C5175B7-7FBB-4B90-91E3-2136ABB54C3E,2013-10-06 22:00:00
14936,3499 Parkway Drive,Apt. A,Matraville,50,2036,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x01\xbcT\xbd\x8e\xe8b@\xaaO\xcfi`\xfe@\xc0',E4F872D4-5C87-483A-B553-D037ACD423BD,2012-08-14 22:00:00
14937,Residenz Straße 744,,Münster,70,48001,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',052B5FB8-167D-45D3-BEAA-BBA86FA19E0E,2014-03-08 23:00:00
14938,8836 D Bel Air Drive,,Bellingham,79,98225,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00,E\x1f!=\x98^\xc0\xe2\\\xc57>fH@'",C2DF1BC1-2EEC-458C-9F16-B11FF08B210C,2014-03-30 22:00:00
14939,6759 Greenbrier Street,,Oak Bay,7,V8P,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x98,\x11F\x93\xde^\xc0\xe1\xca\x8a\xe0~3H@'",9CB84EDF-89C2-4A64-A7B1-D0E8514EAE41,2013-12-24 23:00:00
14940,8001 Roosevelt Avenue,,Sunbury,77,3429,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00B\x19\xee\xd8\xbb\x17b@\xfb\x0b\xea\xf7\xbe\xc4B\xc0',77AD5053-843C-4A6F-8EC2-1F11ABDF629D,2014-01-01 23:00:00
14941,7256 St. Paul Circle,,Gold Coast,64,4217,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00d&\x92\xa1\x1e)c@\xae\x01>\xdf\xbb\x02<\xc0',DE32F113-F825-4723-86E9-D2049EF9F92B,2012-09-21 22:00:00
14942,9940 Northwood Dr.,,Bendigo,77,3550,"b""\x00\x00\x00\x00\x01\x01\x00\x00\x00\x91\xcf'\xa5\xe7\x02b@\x90(\x05N\x8d_B\xc0""",6597A5BF-7E8B-4129-A73C-66CC3079B20C,2012-07-10 22:00:00
14943,8815 Wildberry Court,,Oakland,9,94611,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00C\x7f&\x10\x1e\x88^\xc0\xe3\xee<vu\xe9B@',E883AB44-7B31-40C2-9FE8-6B6C0F3A9B73,2012-06-25 22:00:00
14944,5863 J St.,,Bremerton,79,98312,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00$L\x06f\xbc\xb5^\xc0m\x9c9\x03x\xc2G@',D00C9293-A2FA-4C60-ABA9-CF64C4E0AA52,2013-08-20 22:00:00
14945,6933 Sutton Circle,,Oak Bay,7,V8P,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x8c\xf5\r&\x0e\xca^\xc0i\x17\x8d0\xa7>H@',4F86A87A-EED6-4387-9E56-3687C0DE7B5A,2013-07-04 22:00:00
14946,3162 Aspect Dr,,Sydney,50,1002,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00#`\xe6\x17\xf3\xebb@e\xbf@\xaeZ\xe9@\xc0',4460D2FA-28AB-4D50-8245-434E75233FAD,2012-05-21 22:00:00
14947,1592 Working Drive,,Metchosin,7,V9,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00+\x81\xc8=\xe5\xdb^\xc0\x12\xd5{\x9fB.H@',64550C8C-B75E-46EB-927B-7291D623BCCE,2013-06-11 22:00:00
14948,8214 South Lake Drive,,Grossmont,9,91941,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb5\xccu3\xc4J]\xc0S\x8d\xce\xb0>^@@',3A087FEE-C2A8-4339-A2BD-E1DB37090E9C,2013-11-05 23:00:00
14949,3128 Morgan Territory Rd,,Haney,7,V2W 1W2,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00O7\xee6O\x98^\xc0\xe4h[b\xa2\x8eH@',0D23A57F-EB80-492B-A23B-23B72F5183C5,2012-02-18 23:00:00
14950,2660 St George Dr,,Port Orchard,79,98366,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x11n\x8dJ\xe1\x9e^\xc0\xd5\x0eyEq\xcbG@',ED87F419-281D-4196-B010-4FF9F008BEAA,2012-08-10 22:00:00
14951,7827 11th,,Coronado,9,92118,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00(\xf0cW\xacD]\xc0/\x19RPdV@@',321D0DBA-3DF2-43B5-9AF9-937FC690912A,2014-06-29 22:00:00
14952,1789 Birchwood Dr.,,Bellingham,79,98225,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00q\x8aZf\x05\x9b^\xc0\xc9\xbdV\xc80kH@',66912BEA-3A18-4A6F-99AB-38D93B0808BC,2014-05-26 22:00:00
14953,7614 Inez Ave,,Kirkland,79,98033,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb3\\\xce@\xbd\x97^\xc0j\x1bbp\xa8\xd6G@',518FC35E-5EC6-4322-837A-7DD84089EB8E,2014-06-24 22:00:00
14954,Am Kreuz 4095,Verkaufsabteilung,Berlin,70,14197,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x88\x9b+\x8d\xe5\xa5*@\xec5\x9f\x9c\xd45J@',F867844B-93A9-40FB-93E3-6DC83124ADC4,2013-12-16 23:00:00
14955,4298 Chestnut Ave.,,Lavender Bay,50,2060,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00?\xb5\xd5\x87m\xe8b@\x99\xd2\xb6\xa8\x1d\xec@\xc0',7AD328E1-51AD-4899-A55D-73C259DBB469,2011-10-09 22:00:00
14956,"99, rue du Départ",,Saint Germain en Laye,164,78100,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x03\xd0\x06\ts\xcc\x00@\x8b`a\x89\xbb~H@',D77738B6-3285-476C-B570-E13890A324E0,2013-12-21 09:09:29
14957,8096 West M Street,,Springwood,50,2777,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe2\\\x82Q\xe3\xccb@\xcd\x10C_\xb1\xd3@\xc0',73E44E78-7332-4ED3-BF0A-6272798B41AE,2013-05-18 22:00:00
14958,5691 Lexington Road,,Milwaukie,58,97222,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00k)\xd1\xefj\xab^\xc0a\x81F\xe1\xe1\xbcF@',CF5D3BBD-1882-45AC-92E1-8B236DEFB6A2,2013-04-09 22:00:00
14959,8387 B Way,,Edmonds,79,98020,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00 \xd6p\xb6\n\x94^\xc0\xc1\x1e\xdb\xe2\x08\xe7G@',BD6EB1A4-1403-4C94-9181-8E7462E8BEC9,2014-02-11 23:00:00
14960,6719 Santa Teresa Dr,# 1117,Santa Monica,9,90401,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00$F\x8f\x0ck\xa0]\xc0\xeaYln\x9b\x05A@',8421A4A1-ED18-4FDF-BCE6-E8F1E24555AB,2014-04-04 22:00:00
14961,9669 Vista Court,,San Francisco,9,94109,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xfc\xa19\x8f\xee\x91^\xc0E""6\xb3A\xe0B@'",27A8E65B-2F2D-49D3-A80D-48C6AC196E49,2014-01-06 23:00:00
14962,Moritzstr 4500,,Erlangen,8,91054,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xad\xdd\r\xd79\x15&@\xbe\xd0\x93\xfa\x08\xd6H@',582B9F77-86EF-4DAD-9046-953B7F623F37,2013-07-24 22:00:00
14963,8255 Highland Road,,Mill Valley,9,94941,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb1\x98L\x16\xa9\xa3^\xc0\x0e\x13\xb6\xb0q\xefB@',59E8FF00-CC6E-43D9-A8D0-4A035450C5FF,2014-03-31 22:00:00
14964,Auf dem Ufer 764,,Berlin,70,14197,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00c\x18<\xc8Z\x9c*@V\xb5\xc0\x98\xebAJ@',0C6855DC-B011-489F-BCB6-A7192962B421,2013-12-18 23:00:00
14965,2219 Dewing Avenue,,Beaverton,58,97005,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xab\x18\x0f\x8a""\xbf^\xc0d\xbd\x1843\xbdF@'",3F89B4E8-415F-479E-87E5-A6DC0B110448,2013-08-17 22:00:00
14966,5361 Hungry Road,,Cliffside,7,V8Y 1L1,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xeb(\x1a\xea9\xd9^\xc0\xb2\x8bq`oDH@',A8876B69-5B22-426A-8DD7-6C18FF48601E,2013-07-05 22:00:00
14967,6857 La Salle Ct,,Cliffside,7,V8Y 1L1,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x0c\r\xf8\x95}\xe3^\xc0UN\x16FDKH@',FC0FC7ED-43FF-458A-AEE0-A6A01763CAE0,2014-04-07 22:00:00
14968,9192 Dublin Court,,Oxon,14,OX16 8RS,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',EC893FE9-C648-45AB-9B98-B699F73AEA6D,2014-03-03 23:00:00
14969,316 Rambling Rose Ave,,Yakima,79,98901,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe6\xf6\xe0\xd1\x9a""^\xc0\x9a\x82\xa4\x17-OG@'",39D911A7-A65C-441F-AC43-2D9FB96DE58D,2013-11-17 23:00:00
14970,5115 Meadowbrook Court,,York,14,Y024 1GF,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00t\xdc\xc3XQS\xf1\xbf\xf5P\xe6\x1d>\x00K@',046F702F-3894-452B-8A1B-D89423D6541C,2013-07-23 22:00:00
14971,8463 Monument Blvd.,,Gateshead,14,GA10,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00s\xf6\xd6/>\xa7\xf9\xbf=\xb27\xc0\x91rK@',671BB189-2A29-4BD6-AFA5-90756EF1B313,2013-08-08 22:00:00
14972,4721 Cashew Lane,,San Gabriel,9,91776,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x88k\xeaP$\x8d]\xc0\x08\x0e\x9a6,\rA@'",F063A501-B1B2-450E-93A6-99D7334416D7,2012-11-17 23:00:00
14973,9855 Norse Ct.,,Caloundra,64,4551,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x02\xd0\xce*\xfa!c@\xc1\xff\xaa\xf7\n\xca:\xc0',FE3B7DAA-DAB0-4573-BF3F-49A7B7FA6AC1,2012-04-30 22:00:00
14974,Karl Liebknecht str 577,,Paderborn,53,33098,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc1$\xcdW\x16}!@a:\x93T\x97\xd9I@',1AE3D3DA-A245-468B-90AC-1CE9B52D548C,2014-04-27 22:00:00
14975,3093 Roland Drive,,Peterborough,14,PB12,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x85 \xe0\\j\x01\xd0\xbfef9\x07A?J@',3C4B3A1E-1213-4151-BD6F-BCE70257550B,2012-10-15 22:00:00
14976,9714 Nicholas Drive,,Lakewood,9,90712,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x00^,\x9c\x1e\x8a]\xc0\xf9j\xfd\xe0z\xf0@@'",B7796B87-E354-40D3-85FB-C00912ACC1B1,2013-09-06 22:00:00
14977,6053 Frisbie Court,,London,14,W1X3SE,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00""+/\xd2\xe6I\xc0\xbf\xea\xeb]\xa0f\xc7I@'",1C2FCDFE-7120-427C-B1E6-228A19B594E2,2012-01-01 23:00:00
14978,701 Golf Club Road,,Milsons Point,50,2061,b'\x00\x00\x00\x00\x01\x01\x00\x00\x006B\x15\x86\xc5\xe8b@\xb3\\s#T\xe6@\xc0',CFD64B16-AAD1-443C-B940-A1E2846BD42B,2013-10-05 22:00:00
14979,"242, avenue de la Gare",,Roubaix,145,59100,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x10\xed""\x88\xb8}\t@\x92\xa8|\ngYI@'",063B19BC-E0F0-4AEA-958B-FA8C3C346ADE,2013-12-21 09:09:29
14980,"83, avenue des Champs-Elysées",,Paris,161,75007,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x92#\xd6\n2n\x02@\x14o\xa9\xddHnH@',280545A3-C052-4E8A-AAC7-A4033277E510,2013-12-21 09:09:29
14981,"75, avenue de la Gare",,Dunkerque,145,59140,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xec\xf9E\xa8(\xcc\x02@\xaf\x05\x862\x7f\x83I@',19CC54B5-C1CB-4B22-A6C6-F00CC6D3BCA9,2013-12-21 09:09:29
14982,8958 Carleton Street,,North Sydney,50,2055,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00T\xd3\x1a\x8fz\xeab@i\x88\x07R\xdc\xea@\xc0',C5AD753C-F333-4673-A3C1-236F94425AD0,2013-08-23 22:00:00
14983,4161 North Sixth Street,,Coronado,9,92118,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xef\x88\xb0@,I]\xc0\x0e4\x16\xc3\x10X@@'",BA513139-1ABE-43BB-AF16-CD4CB5ED4AF7,2014-01-11 23:00:00
14984,3884 Beauty Street,,Bellingham,79,98225,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc7>X?\x97\x9a^\xc0\xf2.\x16L\xa2[H@',60081F82-1A5B-44D3-B011-446130EBE9BF,2013-11-26 23:00:00
14985,1984 Vista Way,,Beverly Hills,9,90210,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x92U\xa19S\x92]\xc0\xb3_\xf4\x84&\x0bA@',4D3F9C58-3A8C-4B16-97A7-53BCA41ABA8C,2013-12-08 23:00:00
14986,1771 Coastal Blvd.,,Langford,7,V9,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xb2M&`\xea\xdc^\xc0\xd8\x14\xb5\x9c18H@',36031EB1-DE48-4E12-A75F-1818BF73B64C,2013-07-21 22:00:00
14987,1413 Bridgeview St,,High Wycombe,14,HP10 9QY,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x03\xc6\xc9|\x8b>\xe6\xbfG2\x9dx\xe3\xc9I@',75DCADAB-F256-45F1-A4D4-623E24B100B1,2014-01-31 23:00:00
14988,9847 E. Nd Street,,Shawnee,7,V9B 2C3,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00%\xc3*\x98\x8a\xe4^\xc0^c\x06\xe0A8H@',22D4FE9E-E7B4-43D3-9151-400ECF09F5A8,2014-04-10 22:00:00
14989,9888 Steele Drive,,Cranbourne,77,3977,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xad\r\xbau\x18)b@\xc2.\x88D-\x12C\xc0',7A9E2EDC-684E-4771-AA4A-E4B6D7D25913,2014-01-21 23:00:00
14990,9668 Fieldbrook Pl,,Wollongong,50,2500,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xbeln\xff\xf5\xd7b@\x94\xaf=\xab\xc7;A\xc0',ED6CF6D3-7429-4480-9215-A8AA8062B430,2011-08-14 22:00:00
14991,9093 Gilardy Dr.,,Milton Keynes,14,MK8 8ZD,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x04|H\x99\xa5A\xe7\xbf\xd9L\x1c\x1f\x15\xfeI@',513BF254-97B8-433B-B467-3079487A2BD4,2014-06-22 22:00:00
14992,8219 Moraga Road,,Renton,79,98055,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00$3#\xb3|\x83^\xc0\x9e\x89Q~e\xc3G@',9E1FC045-1020-475B-AB36-9E84748416D8,2013-01-04 23:00:00
14993,Buergermeister-ulrich-str 4111,,Saarlouis,70,66740,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00,/\xca/y\xfa\x1a@q\xf81I\xa6\x9fH@'",AF94F215-A9D2-4892-924D-A51FCBBDD5B3,2014-04-24 22:00:00
14994,3596 Kingsford Dr.,,Coffs Harbour,50,2450,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xad>\x07U\x00\x1dc@\xbc\x1do\xa9\xb3!>\xc0',B89E39C2-4833-4184-885F-2F9D90C77EA4,2011-11-09 23:00:00
14995,1170 Shaw Rd,,Glendale,9,91203,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00d@\xedl7\x8d]\xc0\x98\ndO-\x16A@',6CC48A27-AFB0-40C6-B5DD-3DE8CC36A54F,2013-10-07 22:00:00
14996,"92, rue Faubourg St Antoine",,Metz,143,57000,b'\x00\x00\x00\x00\x01\x01\x00\x00\x000o\x1222\xbb\x18@@\xf0\xc2\x1f]\x8dH@',2D47239B-6711-4DB8-B1E4-6F20CDE09342,2013-12-21 09:09:29
14997,7104 Roland Ct.,,Hervey Bay,64,4655,"b""\x00\x00\x00\x00\x01\x01\x00\x00\x00\xee\xd8\xa5'^\x1fc@\xb4\xcc\x98E\x9eS9\xc0""",B83133DB-5512-40EF-90E0-138CB1646E17,2012-03-13 23:00:00
14998,5616 Bayside Way,,Victoria,7,V8V,"b""\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9b'Q\xf7S\xd7^\xc0\xc6\xda\xde\xc2\xf74H@""",89E1FB77-E84E-4808-830D-8884C2660464,2013-07-30 22:00:00
14999,7111 Stinson,Unit E,Vancouver,7,V7L 4J4,"b""\x00\x00\x00\x00\x01\x01\x00\x00\x00\x89)9\x88\x8b\xc2^\xc0'Q\x06P\x12\xa6H@""",F14E74F0-38C5-4D00-A70F-EA8C05EBB003,2014-03-30 22:00:00
15000,570 Highridge Court,,Royal Oak,7,V8X,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00}N6\x7f\xde\xe2^\xc0\x8f\xc9k\x8f\xc44H@',8A65DBE4-2F54-4781-84F2-7FDC44877B0F,2013-10-07 22:00:00
15001,4975 Black Pine Lane,,Kirkland,79,98033,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xc1EQ\xe8C\x92^\xc0\x02,6\xee\xf1\xcfG@'",FCDC8F8C-A85A-437D-AC34-BA14B4518124,2013-09-05 22:00:00
15002,1343 Apple Drive,,Lemon Grove,9,91945,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x96,\xb7\x85\xffH]\xc0\x07\xbeB\xce\xde]@@'",150E3F35-26A5-42B0-B992-3F55E5EAAAC3,2014-03-27 23:00:00
15003,6002 Hickory Drive,Studio # 403,Grossmont,9,91941,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x9a04\xb3\x0b8]\xc0\x14\xe8\x08/.a@@',551DA9D7-6FDE-48BA-B368-29E3A39FB35B,2013-05-19 22:00:00
15004,4036 Elk Dr,,East Brisbane,64,4169,"b""\x00\x00\x00\x00\x01\x01\x00\x00\x00\x1f\xca\xc6\xc8\xb6&c@\xb8\x04:\xd4'\x7f;\xc0""",CBD4131D-423F-4B68-A1BC-D737113FAFCC,2013-10-16 22:00:00
15005,2625 Poncho St,,Mill Valley,9,94941,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x87\xc5\xd7C\x81\xab^\xc0\x9b\x07\x95\xc6\xb0\xf7B@',0B664694-8E50-483B-9800-0D4872FD0319,2011-09-04 22:00:00
15006,3142 Broadway St.,,Hobart,71,7001,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xe1\x14\t\xa3\xe1tb@S\x83\x14\xd3\xfcmE\xc0',EA8DA4A2-BA84-4842-9964-5C2FF2DC1AAE,2014-01-01 23:00:00
15007,4127 Esperanza Drive,,Springwood,50,2777,b'\x00\x00\x00\x00\x01\x01\x00\x00\x005lx\x08b\xdab@\x1f\xae\rXt\xdb@\xc0',196D7BF8-95EF-4C19-9285-0F1BB73ED5FA,2012-08-23 22:00:00
15008,7538 Adobe Dr,,Victoria,7,V8V,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\x0c\xe8\x07|+\xd4^\xc0\x19\x0e\xc7\xd4\xd36H@',484B5357-2905-409F-9F2A-F10AF88A5693,2014-04-07 22:00:00
15009,4467 Hoover Court,,Wollongong,50,2500,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00v\xe3Q\x0b\xca\xdcb@\xad\xd7\xb6\x83\xd07A\xc0',6EAE112B-2543-487C-BBAD-2BF8BC0AA6EE,2013-02-15 23:00:00
15010,7070 East Avenue,,Sunbury,77,3429,"b'\x00\x00\x00\x00\x01\x01\x00\x00\x00(!\x95\xb5\x0c\x1ab@\xba,i\xaeu\xbfB\xc0'",E3697250-DDCA-4BE6-B953-87312468735D,2013-01-13 23:00:00
15011,2238 Pine Street,,Issaquah,79,98027,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xac\xdd\xbb\xf09y^\xc0\r\xf10\x01 \xc8G@',5C4EA082-BEB5-4156-84B8-4F2FF7634407,2013-10-13 22:00:00
15012,3271 Norse Ct,,Colma,9,94014,b'\x00\x00\x00\x00\x01\x01\x00\x00\x001F\t\x9e\x8d\xa1^\xc0|\x19\xe9I\xf5\xd3B@',B8449E7E-A9D0-4F4C-A45C-A94FF96E808D,2014-05-02 22:00:00
15013,2025 Sunset Meadows,,Beverly Hills,9,90210,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00:\n\xd5ck\x9b]\xc0\xcd\xf4\x8ad\x14\x0fA@',C936FF3C-4FA5-48D1-AB5B-A324ACA9A046,2014-04-29 22:00:00
15014,"54, avenue de Malakoff",,Saint Ouen,127,41100,b'\x00\x00\x00\x00\x01\x01\x00\x00\x00\xae#\\\x05\x8aa\xf1?\xaf7\x1ff\xb3\xdcG@',D491C5DA-4B9C-4069-835C-F7836CE5ADF0,2013-12-21 09:09:29
